tournament,stage,matchday,player,player_id,team,team_id,kills,kill_share,raw_kill_share,team_average_placement,raw_team_average_placement,games,team_games,team_total_kills,lobby_kills,individual_lobby_placement,team_lobby_placements,team_lobby_kills,matchday_placement,player_matchday_rank,lobby_1_kills,lobby_2_kills,lobby_3_kills,individual_lobby_1_placement,individual_lobby_2_placement,individual_lobby_3_placement,team_lobby_1_placement,team_lobby_2_placement,team_lobby_3_placement,team_lobby_1_kills,team_lobby_2_kills,team_lobby_3_kills,ign,player_class,total_placement_points,total_kill_points,team_bonus_points,team_total_points,average_kills_per_game,raw_average_kills_per_game,total_damage,average_damage_per_game,average_accuracy
FRIENDS OR FOES,Standard,4,TRAUMA,mRdFfQB7p8thuw53PwWL,TEAM X,D2dU5QVY9U6g9t3bKk9C,16,28.6,28.57142857142857,12.67,12.666666666666666,3,3,56,"{""1"":5,""2"":7,""3"":4}","{""1"":18,""2"":9,""3"":11}","{""1"":18,""2"":9,""3"":11}","{""1"":13,""2"":26,""3"":17}",14,31,5,7,4,18,9,11,18,9,11,13,26,17,叶°TRAUMA,Class 1,45,224,0,269,5.33,5.333333333333333,0,0,0
FRIENDS OR FOES,Standard,4,ITXNY,Q0fJtKuQbSeRP1X3TvMA,BROTHERHOOD,ORtlxzvsOKPEjdtaekig,16,27.1,27.11864406779661,8.67,8.666666666666666,3,3,59,"{""1"":6,""2"":6,""3"":4}","{""1"":10,""2"":8,""3"":8}","{""1"":10,""2"":8,""3"":8}","{""1"":18,""2"":25,""3"":16}",11,32,6,6,4,10,8,8,10,8,8,18,25,16,BH MESSI,Class 1,60,236,0,296,5.33,5.333333333333333,0,0,0
FRIENDS OR FOES,Standard,4,CHEF PUNK,1LO5N9nzQfk09XHoISVW,PREACHER X,tm_c0yc4xjf4,16,29.1,29.09090909090909,9.67,9.666666666666666,3,3,55,"{""1"":4,""2"":3,""3"":9}","{""1"":15,""2"":7,""3"":7}","{""1"":15,""2"":7,""3"":7}","{""1"":14,""2"":14,""3"":27}",12,33,4,3,9,15,7,7,15,7,7,14,14,27,PЯX・OBTAINER,Class 1,55,220,0,275,5.33,5.333333333333333,0,0,0
FRIENDS OR FOES,Standard,4,MXNIAC,TbGmnsma5nuwWfiUl3FL,FEARLESS ULTIMATE,QXr3HX0HM3Rf35A0UKUN,16,34.8,34.78260869565217,11,11,3,3,46,"{""1"":1,""2"":3,""3"":12}","{""1"":5,""2"":18,""3"":10}","{""1"":5,""2"":18,""3"":10}","{""1"":7,""2"":7,""3"":32}",15,34,1,3,12,5,18,10,5,18,10,7,7,32,ƑW・MXNIAC,Class 1,60,184,0,244,5.33,5.333333333333333,0,0,0
FRIENDS OR FOES,Standard,4,WINDIGO,Y3hmYqIvBg07ApvAvtRu,MAIN CHARACTERS OG,tm_mgol0xhrx,16,18.8,18.823529411764707,8.67,8.666666666666666,3,3,85,"{""1"":5,""2"":5,""3"":6}","{""1"":8,""2"":16,""3"":2}","{""1"":8,""2"":16,""3"":2}","{""1"":29,""2"":21,""3"":35}",5,35,5,5,6,8,16,2,8,16,2,29,21,35,MC丨NASTYA,Class 1,75,340,0,415,5.33,5.333333333333333,0,0,0
FRIENDS OR FOES,Standard,4,DERAZ,pPvCKKzMoO9wgFzAq0sd,DEVELOPERS,tm_w0a02yn8h,16,33.3,33.33333333333333,15.67,15.666666666666666,3,3,48,"{""1"":0,""2"":7,""3"":9}","{""1"":21,""2"":14,""3"":12}","{""1"":21,""2"":14,""3"":12}","{""1"":1,""2"":23,""3"":24}",16,36,0,7,9,21,14,12,21,14,12,1,23,24,DERAZYT.DXV,Class 1,35,192,0,227,5.33,5.333333333333333,0,0,0
FRIENDS OR FOES,Standard,4,SAVAGE,Hq5gw6eD9HnU8lTr2RHZ,FEARLESS WARRIORS,tm_rgqdo8wje,15,26.3,26.31578947368421,9.33,9.333333333333334,3,3,57,"{""1"":7,""2"":5,""3"":3}","{""1"":1,""2"":11,""3"":16}","{""1"":1,""2"":11,""3"":16}","{""1"":25,""2"":14,""3"":18}",9,37,7,5,3,1,11,16,1,11,16,25,14,18,ƑW・SAVAGEYT,Class 1,75,228,0,303,5,5,0,0,0
FRIENDS OR FOES,Standard,4,LARRYCODM,IsJGFwRijyY55ezUgJMG,VORTEX ONE,tm_4oss9tizq,15,17.9,17.857142857142858,6.67,6.666666666666667,3,3,84,"{""1"":5,""2"":5,""3"":5}","{""1"":2,""2"":15,""3"":3}","{""1"":2,""2"":15,""3"":3}","{""1"":29,""2"":23,""3"":32}",4,38,5,5,5,2,15,3,2,15,3,29,23,32,RARRI.VRX,Class 1,100,336,0,436,5,5,0,0,0
FRIENDS OR FOES,Standard,4,YOURBALLS,DEP0DMTu1Bn8IsMenRxs,Narcissist,ukMz1QObm2RORWQOa9dc,14,13.3,13.333333333333334,7,7,3,3,105,"{""1"":2,""2"":9,""3"":3}","{""1"":12,""2"":5,""3"":4}","{""1"":12,""2"":5,""3"":4}","{""1"":32,""2"":41,""3"":32}",1,39,2,9,3,12,5,4,12,5,4,32,41,32,YOURBALLS??口,Class 1,80,420,0,500,4.67,4.666666666666667,0,0,0
FRIENDS OR FOES,Standard,4,DELETE,yXsVHpZGIDJoF3CpeME2,MAIN CHARACTERS OG,tm_mgol0xhrx,14,16.5,16.470588235294116,8.67,8.666666666666666,3,3,85,"{""1"":8,""2"":0,""3"":6}","{""1"":8,""2"":16,""3"":2}","{""1"":8,""2"":16,""3"":2}","{""1"":29,""2"":21,""3"":35}",5,40,8,0,6,8,16,2,8,16,2,29,21,35,MC丨IFɅ,Class 1,75,340,0,415,4.67,4.666666666666667,0,0,0
FRIENDS OR FOES,Standard,4,RELAX OG,OKrAHDFNWaCteQUIc2bK,FEARLESS WARRIORS,tm_rgqdo8wje,14,24.6,24.561403508771928,9.33,9.333333333333334,3,3,57,"{""1"":8,""2"":3,""3"":3}","{""1"":1,""2"":11,""3"":16}","{""1"":1,""2"":11,""3"":16}","{""1"":25,""2"":14,""3"":18}",9,41,8,3,3,1,11,16,1,11,16,25,14,18,ƑW・ƦELAXOG۶,Class 1,75,228,0,303,4.67,4.666666666666667,0,0,0
FRIENDS OR FOES,Standard,4,NANAYAW,tX7GCLJJ61u8bLkRroBP,GOAT ESPORT,tm_ws9x2fl5b,14,17.5,17.5,8,8,3,3,80,"{""1"":6,""2"":7,""3"":1}","{""1"":4,""2"":2,""3"":18}","{""1"":4,""2"":2,""3"":18}","{""1"":32,""2"":34,""3"":14}",6,42,6,7,1,4,2,18,4,2,18,32,34,14,毒GOAT GOAT,Class 1,90,320,0,410,4.67,4.666666666666667,0,0,0
FRIENDS OR FOES,Standard,4,MAUS,kUOdoGK7ff8eYeZgwvXq,TEAM X,D2dU5QVY9U6g9t3bKk9C,14,25,25,12.67,12.666666666666666,3,3,56,"{""1"":4,""2"":4,""3"":6}","{""1"":18,""2"":9,""3"":11}","{""1"":18,""2"":9,""3"":11}","{""1"":13,""2"":26,""3"":17}",14,43,4,4,6,18,9,11,18,9,11,13,26,17,叶°MAUS,Class 1,45,224,0,269,4.67,4.666666666666667,0,0,0
FRIENDS OR FOES,Standard,4,JOJO,T2sK7jSZkJqKgLswvF1g,REMEDIUM INVICTUS,tm_kdh97vkx3,14,26.9,26.923076923076923,12.67,12.666666666666666,3,3,52,"{""1"":4,""2"":9,""3"":1}","{""1"":16,""2"":1,""3"":21}","{""1"":16,""2"":1,""3"":21}","{""1"":13,""2"":37,""3"":2}",13,44,4,9,1,16,1,21,16,1,21,13,37,2,水RDM・JOJO,Class 1,65,208,0,273,4.67,4.666666666666667,0,0,0
FRIENDS OR FOES,Standard,4,BH GREY,9WczEt0mrYEQoeKfntMO,BROTHERHOOD,ORtlxzvsOKPEjdtaekig,13,22,22.033898305084744,8.67,8.666666666666666,3,3,59,"{""1"":6,""2"":3,""3"":4}","{""1"":10,""2"":8,""3"":8}","{""1"":10,""2"":8,""3"":8}","{""1"":18,""2"":25,""3"":16}",11,45,6,3,4,10,8,8,10,8,8,18,25,16,BH GREY,Registered,60,236,0,296,4.33,4.333333333333333,0,0,0
FRIENDS OR FOES,Standard,4,APOLLO,tHmxoGylXYBAT5j7XhRQ,CIAO GUARDIANS,xZgUbwrDC2TK3wcpPUY3,13,39.4,39.39393939393939,13,13,3,3,33,"{""1"":5,""2"":4,""3"":4}","{""1"":7,""2"":17,""3"":15}","{""1"":7,""2"":17,""3"":15}","{""1"":12,""2"":11,""3"":10}",18,46,5,4,4,7,17,15,7,17,15,12,11,10,APOLLOYT.CHX,Class 1,45,132,0,177,4.33,4.333333333333333,0,0,0
FRIENDS OR FOES,Standard,4,NEGAN,MZpEVrmRkAAV37WP7AsF,MAIN CHARACTERS OG,tm_mgol0xhrx,13,15.3,15.294117647058824,8.67,8.666666666666666,3,3,85,"{""1"":3,""2"":5,""3"":5}","{""1"":8,""2"":16,""3"":2}","{""1"":8,""2"":16,""3"":2}","{""1"":29,""2"":21,""3"":35}",5,47,3,5,5,8,16,2,8,16,2,29,21,35,水RDM・NEGAN,Transferred In,75,340,0,415,4.33,4.333333333333333,0,0,0
FRIENDS OR FOES,Standard,4,TOM,hxHrnWldh81VX3Ygl3kw,PREACHER X,tm_c0yc4xjf4,12,21.8,21.818181818181817,9.67,9.666666666666666,3,3,55,"{""1"":0,""2"":4,""3"":8}","{""1"":15,""2"":7,""3"":7}","{""1"":15,""2"":7,""3"":7}","{""1"":14,""2"":14,""3"":27}",12,48,0,4,8,15,7,7,15,7,7,14,14,27,PЯX・TOMSKI,Class 1,55,220,0,275,4,4,0,0,0
FRIENDS OR FOES,Standard,4,SUSBEAMS,0OJhItNagyO2mf8AdYji,BROTHERHOOD,ORtlxzvsOKPEjdtaekig,12,20.3,20.33898305084746,8.67,8.666666666666666,3,3,59,"{""1"":2,""2"":8,""3"":2}","{""1"":10,""2"":8,""3"":8}","{""1"":10,""2"":8,""3"":8}","{""1"":18,""2"":25,""3"":16}",11,49,2,8,2,10,8,8,10,8,8,18,25,16,Bh_susbeams,Transferred In,60,236,0,296,4,4,0,0,0
FRIENDS OR FOES,Standard,4,VENOM,STmUpiwkCk5ybUeJJAAW,CIAO GUARDIANS,xZgUbwrDC2TK3wcpPUY3,12,36.4,36.36363636363637,13,13,3,3,33,"{""1"":4,""2"":6,""3"":2}","{""1"":7,""2"":17,""3"":15}","{""1"":7,""2"":17,""3"":15}","{""1"":12,""2"":11,""3"":10}",18,50,4,6,2,7,17,15,7,17,15,12,11,10,VENOMYT.CHX,Class 1,45,132,0,177,4,4,0,0,0
FRIENDS OR FOES,Standard,4,PHILIP MELO,gybDsWbwIY4s0wRh2Nj4,FEARLESS WARRIORS,tm_rgqdo8wje,11,19.3,19.298245614035086,9.33,9.333333333333334,3,3,57,"{""1"":6,""2"":2,""3"":3}","{""1"":1,""2"":11,""3"":16}","{""1"":1,""2"":11,""3"":16}","{""1"":25,""2"":14,""3"":18}",9,51,6,2,3,1,11,16,1,11,16,25,14,18,ƑW・MELO,Class 1,75,228,0,303,3.67,3.6666666666666665,0,0,0
FRIENDS OR FOES,Standard,4,ODOGWU,EL0jkB2u1HR36UhBAUWa,DEVELOPERS,tm_w0a02yn8h,11,22.9,22.916666666666664,15.67,15.666666666666666,3,3,48,"{""1"":1,""2"":5,""3"":5}","{""1"":21,""2"":14,""3"":12}","{""1"":21,""2"":14,""3"":12}","{""1"":1,""2"":23,""3"":24}",16,52,1,5,5,21,14,12,21,14,12,1,23,24,AALIYAH.DXV,Class 1,35,192,0,227,3.67,3.6666666666666665,0,0,0
FRIENDS OR FOES,Standard,4,SWEET,uNBiS0JpsyP3FeuQXkU7,FEARLESS ULTIMATE,QXr3HX0HM3Rf35A0UKUN,11,23.9,23.91304347826087,11,11,3,3,46,"{""1"":2,""2"":1,""3"":8}","{""1"":5,""2"":18,""3"":10}","{""1"":5,""2"":18,""3"":10}","{""1"":7,""2"":7,""3"":32}",15,53,2,1,8,5,18,10,5,18,10,7,7,32,ƑW・BIGSWEET,Class 1,60,184,0,244,3.67,3.6666666666666665,0,0,0
FRIENDS OR FOES,Standard,4,ICONIC,Bupc8GCd3yBuLtWbFou4,KYZON ALLIANCE,tm_3fapr2cz9,10,37,37.03703703703704,18.33,18.333333333333332,3,3,27,"{""1"":5,""2"":1,""3"":4}","{""1"":19,""2"":19,""3"":17}","{""1"":19,""2"":19,""3"":17}","{""1"":14,""2"":3,""3"":10}",20,54,5,1,4,19,19,17,19,19,17,14,3,10,KZ GIANNA,Class 1,30,108,0,138,3.33,3.3333333333333335,0,0,0
FRIENDS OR FOES,Standard,4,LYON,rsul2CWwdEzEvzuOnnFu,DEVELOPERS,tm_w0a02yn8h,10,20.8,20.833333333333336,15.67,15.666666666666666,3,3,48,"{""1"":0,""2"":6,""3"":4}","{""1"":21,""2"":14,""3"":12}","{""1"":21,""2"":14,""3"":12}","{""1"":1,""2"":23,""3"":24}",16,55,0,6,4,21,14,12,21,14,12,1,23,24,CHASE.DXV,Class 1,35,192,0,227,3.33,3.3333333333333335,0,0,0
FRIENDS OR FOES,Standard,4,RUSTY,GQC099yRTvpPKG2zBXZD,⁠FAZE RAIDERS,VBWUGsiSMKIkkTYb3TSn,10,17.5,17.543859649122805,11.67,11.666666666666666,3,3,57,"{""1"":4,""2"":0,""3"":6}","{""1"":13,""2"":21,""3"":1}","{""1"":13,""2"":21,""3"":1}","{""1"":18,""2"":0,""3"":39}",10,56,4,0,6,13,21,1,13,21,1,18,0,39,ҒZ HEKI,Class 1,70,228,0,298,3.33,3.3333333333333335,0,0,0
FRIENDS OR FOES,Standard,4,YUSUF,qKQQ85V7nwqlL2KDXoGl,ENVY 7 ONE,tm_ubz3oae5j,10,16.9,16.94915254237288,10.33,10.333333333333334,3,3,59,"{""1"":3,""2"":4,""3"":3}","{""1"":9,""2"":3,""3"":19}","{""1"":9,""2"":3,""3"":19}","{""1"":24,""2"":27,""3"":8}",8,57,3,4,3,9,3,19,9,3,19,24,27,8,YUSUF.SVN¹,Class 1,70,236,0,306,3.33,3.3333333333333335,0,0,0
FRIENDS OR FOES,Standard,4,INDIGO,zp3jg9OOxd217vbYIoBu,7G NEW TAKERS,NpKzXoJZdBhUMOLnmCxj,10,43.5,43.47826086956522,13,13,3,3,23,"{""1"":0,""2"":2,""3"":8}","{""1"":20,""2"":13,""3"":6}","{""1"":20,""2"":13,""3"":6}","{""1"":3,""2"":4,""3"":16}",21,58,0,2,8,20,13,6,20,13,6,3,4,16,7Ɠ・INÐIGØ,Class 1,45,92,0,137,3.33,3.3333333333333335,0,0,0
FRIENDS OR FOES,Standard,4,OMEGA,5yx4Bj2tFtb311znF0Np,FEARLESS ULTIMATE,QXr3HX0HM3Rf35A0UKUN,10,21.7,21.73913043478261,11,11,3,3,46,"{""1"":3,""2"":1,""3"":6}","{""1"":5,""2"":18,""3"":10}","{""1"":5,""2"":18,""3"":10}","{""1"":7,""2"":7,""3"":32}",15,59,3,1,6,5,18,10,5,18,10,7,7,32,ƑW・NOOB,Class 1,60,184,0,244,3.33,3.3333333333333335,0,0,0
FRIENDS OR FOES,Standard,4,CHIKE,WP7wn4jjPa6n4busZVnT,GOAT ESPORT,tm_ws9x2fl5b,10,12.5,12.5,8,8,3,3,80,"{""1"":4,""2"":4,""3"":2}","{""1"":4,""2"":2,""3"":18}","{""1"":4,""2"":2,""3"":18}","{""1"":32,""2"":34,""3"":14}",6,60,4,4,2,4,2,18,4,2,18,32,34,14,毒GOAT CHIKE,Class 1,90,320,0,410,3.33,3.3333333333333335,0,0,0
FRIENDS OR FOES,Standard,4,PAGANINI,APlTtB3VKt0P7QlbaYHA,ENVY 7 ONE,tm_ubz3oae5j,10,16.9,16.94915254237288,10.33,10.333333333333334,3,3,59,"{""1"":6,""2"":4,""3"":0}","{""1"":9,""2"":3,""3"":19}","{""1"":9,""2"":3,""3"":19}","{""1"":24,""2"":27,""3"":8}",8,61,6,4,0,9,3,19,9,3,19,24,27,8,SIX.SVN,Class 1,70,236,0,306,3.33,3.3333333333333335,0,0,0
FRIENDS OR FOES,Standard,4,SNAKE,Cd8QlNwfF9c1FQo5dC2l,MERCILESS ESPORTS,tm_sip25jqm7,9,22.5,22.5,12.67,12.666666666666666,3,3,40,"{""1"":2,""2"":6,""3"":1}","{""1"":6,""2"":12,""3"":20}","{""1"":6,""2"":12,""3"":20}","{""1"":18,""2"":19,""3"":3}",17,62,2,6,1,6,12,20,6,12,20,18,19,3,ML • SNAKE,Class 1,45,160,0,205,3,3,0,0,0
FRIENDS OR FOES,Standard,4,ATTIEKE,0ZiIKcgXBKZnIVK3RY5b,Marines Cartel,o7Dp7knjVTxhemRjJF7R,9,30,30,14.33,14.333333333333334,3,3,30,"{""1"":2,""2"":0,""3"":7}","{""1"":14,""2"":20,""3"":9}","{""1"":14,""2"":20,""3"":9}","{""1"":11,""2"":2,""3"":17}",19,63,2,0,7,14,20,9,14,20,9,11,2,17,M7・DAVE | ¹LT,Class 1,45,120,0,165,3,3,0,0,0
FRIENDS OR FOES,Standard,4,SAMMY,CRgmZpi6YPL39TOInRBz,REMEDIUM INVICTUS,tm_kdh97vkx3,9,17.3,17.307692307692307,12.67,12.666666666666666,3,3,52,"{""1"":1,""2"":8,""3"":0}","{""1"":16,""2"":1,""3"":21}","{""1"":16,""2"":1,""3"":21}","{""1"":13,""2"":37,""3"":2}",13,64,1,8,0,16,1,21,16,1,21,13,37,2,水RDM • SAMMY.+,Class 1,65,208,0,273,3,3,0,0,0
FRIENDS OR FOES,Standard,4,DANIEL,2hoGdFkIX9KrsMSafUIB,FEARLESS ULTIMATE,QXr3HX0HM3Rf35A0UKUN,9,19.6,19.565217391304348,11,11,3,3,46,"{""1"":1,""2"":2,""3"":6}","{""1"":5,""2"":18,""3"":10}","{""1"":5,""2"":18,""3"":10}","{""1"":7,""2"":7,""3"":32}",15,65,1,2,6,5,18,10,5,18,10,7,7,32,ƑW・X TA C,Class 1,60,184,0,244,3,3,0,0,0
FRIENDS OR FOES,Standard,4,LIONFACE,PMOZmTbjtV7Jea8FMW8Y,Marines Cartel,o7Dp7knjVTxhemRjJF7R,9,30,30,14.33,14.333333333333334,3,3,30,"{""1"":3,""2"":0,""3"":6}","{""1"":14,""2"":20,""3"":9}","{""1"":14,""2"":20,""3"":9}","{""1"":11,""2"":2,""3"":17}",19,66,3,0,6,14,20,9,14,20,9,11,2,17,¹LT丨DADYLION,Class 1,45,120,0,165,3,3,0,0,0
FRIENDS OR FOES,Standard,4,LAZY,Tmdfj4k7UPoE2wFXGHxJ,REMEDIUM INVICTUS,tm_kdh97vkx3,8,15.4,15.384615384615385,12.67,12.666666666666666,3,3,52,"{""1"":0,""2"":8,""3"":0}","{""1"":16,""2"":1,""3"":21}","{""1"":16,""2"":1,""3"":21}","{""1"":13,""2"":37,""3"":2}",13,67,0,8,0,16,1,21,16,1,21,13,37,2,水RDM・LAZY,Class 1,65,208,0,273,2.67,2.6666666666666665,0,0,0
FRIENDS OR FOES,Standard,4,UMBRELLA,ZbDtqKyjWc2uCQ1Iu3Xg,TEAM X,D2dU5QVY9U6g9t3bKk9C,8,14.3,14.285714285714285,12.67,12.666666666666666,3,3,56,"{""1"":1,""2"":5,""3"":2}","{""1"":18,""2"":9,""3"":11}","{""1"":18,""2"":9,""3"":11}","{""1"":13,""2"":26,""3"":17}",14,68,1,5,2,18,9,11,18,9,11,13,26,17,叶°ALLFATHER,Class 1,45,224,0,269,2.67,2.6666666666666665,0,0,0
FRIENDS OR FOES,Standard,4,MO,p7NXVZszmKHPcyymmjED,MERCILESS ESPORTS,tm_sip25jqm7,7,17.5,17.5,12.67,12.666666666666666,3,3,40,"{""1"":5,""2"":2,""3"":0}","{""1"":6,""2"":12,""3"":20}","{""1"":6,""2"":12,""3"":20}","{""1"":18,""2"":19,""3"":3}",17,69,5,2,0,6,12,20,6,12,20,18,19,3,MŁ • MO,Class 1,45,160,0,205,2.33,2.3333333333333335,0,0,0
FRIENDS OR FOES,Standard,4,REACHER,wyrK9RX0czI2aidGBDd3,YVL ZENITH,9QcWKHtOAOLOrVMJNE0C,7,10.3,10.294117647058822,11.67,11.666666666666666,3,3,68,"{""1"":3,""2"":3,""3"":1}","{""1"":17,""2"":4,""3"":14}","{""1"":17,""2"":4,""3"":14}","{""1"":18,""2"":32,""3"":18}",7,70,3,3,1,17,4,14,17,4,14,18,32,18,YVLゝREACHER,Class 1,60,272,0,332,2.33,2.3333333333333335,0,0,0
FRIENDS OR FOES,Standard,4,BIGTULA,qj6FOc1Z8aeEWmqUk84v,KYZON ALLIANCE,tm_3fapr2cz9,7,25.9,25.925925925925924,18.33,18.333333333333332,3,3,27,"{""1"":3,""2"":1,""3"":3}","{""1"":19,""2"":19,""3"":17}","{""1"":19,""2"":19,""3"":17}","{""1"":14,""2"":3,""3"":10}",20,71,3,1,3,19,19,17,19,19,17,14,3,10,KZ GILLIFANT,Class 1,30,108,0,138,2.33,2.3333333333333335,0,0,0
FRIENDS OR FOES,Standard,4,AIMBOTONIPAD,bNNoVfpqP2dN4eICglng,KYZON ALLIANCE,tm_3fapr2cz9,7,25.9,25.925925925925924,18.33,18.333333333333332,3,3,27,"{""1"":3,""2"":1,""3"":3}","{""1"":19,""2"":19,""3"":17}","{""1"":19,""2"":19,""3"":17}","{""1"":14,""2"":3,""3"":10}",20,72,3,1,3,19,19,17,19,19,17,14,3,10,ҞZ GRYPHON,Class 1,30,108,0,138,2.33,2.3333333333333335,0,0,0
FRIENDS OR FOES,Standard,4,A1,VOElYffXxZkcpmPLe4T4,MERCILESS ESPORTS,tm_sip25jqm7,7,17.5,17.5,12.67,12.666666666666666,3,3,40,"{""1"":5,""2"":2,""3"":0}","{""1"":6,""2"":12,""3"":20}","{""1"":6,""2"":12,""3"":20}","{""1"":18,""2"":19,""3"":3}",17,73,5,2,0,6,12,20,6,12,20,18,19,3,MŁ • A1,Class 1,45,160,0,205,2.33,2.3333333333333335,0,0,0
FRIENDS OR FOES,Standard,4,NAGATO,4drN06J7VhcUWU1ydASK,⁠FAZE RAIDERS,VBWUGsiSMKIkkTYb3TSn,7,12.3,12.280701754385964,11.67,11.666666666666666,3,3,57,"{""1"":2,""2"":0,""3"":5}","{""1"":13,""2"":21,""3"":1}","{""1"":13,""2"":21,""3"":1}","{""1"":18,""2"":0,""3"":39}",10,74,2,0,5,13,21,1,13,21,1,18,0,39,ҒZ ANIZ,Class 1,70,228,0,298,2.33,2.3333333333333335,0,0,0
FRIENDS OR FOES,Standard,4,YAMII,JEnWA5TkFzeJpFKvyVQA,PREACHER X,tm_c0yc4xjf4,6,10.9,10.909090909090908,9.67,9.666666666666666,2,3,55,"{""1"":5,""2"":1}","{""1"":15,""2"":7}","{""1"":15,""2"":7,""3"":7}","{""1"":14,""2"":14,""3"":27}",12,75,5,1,,15,7,,15,7,7,14,14,27,PЯX・YAMII,Class 1,55,220,0,275,3,3,0,0,0
FRIENDS OR FOES,Standard,4,BETROWOLF,ZE8R7Mty1GmpwwhIBgxF,CIAO GUARDIANS,xZgUbwrDC2TK3wcpPUY3,6,18.2,18.181818181818183,13,13,3,3,33,"{""1"":2,""2"":1,""3"":3}","{""1"":7,""2"":17,""3"":15}","{""1"":7,""2"":17,""3"":15}","{""1"":12,""2"":11,""3"":10}",18,76,2,1,3,7,17,15,7,17,15,12,11,10,BETROYT۶.CHX,Class 1,45,132,0,177,2,2,0,0,0
FRIENDS OR FOES,Standard,4,SHINIGAMI,WFVAap5uGud4aOIhxsKI,7G NEW TAKERS,NpKzXoJZdBhUMOLnmCxj,6,26.1,26.08695652173913,13,13,3,3,23,"{""1"":2,""2"":2,""3"":2}","{""1"":20,""2"":13,""3"":6}","{""1"":20,""2"":13,""3"":6}","{""1"":3,""2"":4,""3"":16}",21,77,2,2,2,20,13,6,20,13,6,3,4,16,7Ɠ・FUJIMOTO,Class 1,45,92,0,137,2,2,0,0,0
FRIENDS OR FOES,Standard,4,MR P,kl2hoTAKjBPgfOMMvkKH,DEVELOPERS,tm_w0a02yn8h,6,12.5,12.5,15.67,15.666666666666666,1,3,48,"{""3"":6}","{""3"":12}","{""1"":21,""2"":14,""3"":12}","{""1"":1,""2"":23,""3"":24}",16,78,,,6,,,12,21,14,12,1,23,24,ARTETA.DXV,Class 1,35,192,0,227,6,6,0,0,0
FRIENDS OR FOES,Standard,4,H,1p147F2F2H3SBlfhv9jn,Marines Cartel,o7Dp7knjVTxhemRjJF7R,5,16.7,16.666666666666664,14.33,14.333333333333334,3,3,30,"{""1"":3,""2"":1,""3"":1}","{""1"":14,""2"":20,""3"":9}","{""1"":14,""2"":20,""3"":9}","{""1"":11,""2"":2,""3"":17}",19,79,3,1,1,14,20,9,14,20,9,11,2,17,ƝW~H | ¹LT,Class 1,45,120,0,165,1.67,1.6666666666666667,0,0,0
FRIENDS OR FOES,Standard,4,JOZZY,FdJ3rIlmedcTFhzRruvA,DEVELOPERS,tm_w0a02yn8h,5,10.4,10.416666666666668,15.67,15.666666666666666,2,3,48,"{""1"":0,""2"":5}","{""1"":21,""2"":14}","{""1"":21,""2"":14,""3"":12}","{""1"":1,""2"":23,""3"":24}",16,80,0,5,,21,14,,21,14,12,1,23,24,BLADE.DXV,Class 1,35,192,0,227,2.5,2.5,0,0,0
FRIENDS OR FOES,Standard,4,RAYSARK,8FLaRdZhys6KFQ4Ds2YV,7G NEW TAKERS,NpKzXoJZdBhUMOLnmCxj,4,17.4,17.391304347826086,13,13,3,3,23,"{""1"":1,""2"":0,""3"":3}","{""1"":20,""2"":13,""3"":6}","{""1"":20,""2"":13,""3"":6}","{""1"":3,""2"":4,""3"":16}",21,81,1,0,3,20,13,6,20,13,6,3,4,16,7Ɠ・0,Class 1,45,92,0,137,1.33,1.3333333333333333,0,0,0
FRIENDS OR FOES,Standard,4,FAZZY,AHbzUpq8xHnx1391KBuT,Marines Cartel,o7Dp7knjVTxhemRjJF7R,4,13.3,13.333333333333334,14.33,14.333333333333334,2,3,30,"{""1"":3,""2"":1}","{""1"":14,""2"":20}","{""1"":14,""2"":20,""3"":9}","{""1"":11,""2"":2,""3"":17}",19,82,3,1,,14,20,,14,20,9,11,2,17,¹LT | FAZZY,Class 1,45,120,0,165,2,2,0,0,0
FRIENDS OR FOES,Standard,4,NIEL,HllRAi3xdKU7I8tCNB6B,7G NEW TAKERS,NpKzXoJZdBhUMOLnmCxj,3,13,13.043478260869565,13,13,2,3,23,"{""2"":0,""3"":3}","{""2"":13,""3"":6}","{""1"":20,""2"":13,""3"":6}","{""1"":3,""2"":4,""3"":16}",21,83,,0,3,,13,6,20,13,6,3,4,16,7Ɠ・NIEL?,Class 1,45,92,0,137,1.5,1.5,0,0,0
FRIENDS OR FOES,Standard,4,STIMRUSKI,p5EHMys5nSlc36BtJXoK,PREACHER X,tm_c0yc4xjf4,3,5.5,5.454545454545454,9.67,9.666666666666666,1,3,55,"{""3"":3}","{""3"":7}","{""1"":15,""2"":7,""3"":7}","{""1"":14,""2"":14,""3"":27}",12,84,,,3,,,7,15,7,7,14,14,27,PЯX・ STIMRUSKI,Class 1,55,220,0,275,3,3,0,0,0
FRIENDS OR FOES,Standard,4,DAVLIEN,B11aFzLHBG1YcrCZHV68,Marines Cartel,o7Dp7knjVTxhemRjJF7R,3,10,10,14.33,14.333333333333334,1,3,30,"{""3"":3}","{""3"":9}","{""1"":14,""2"":20,""3"":9}","{""1"":11,""2"":2,""3"":17}",19,85,,,3,,,9,14,20,9,11,2,17,DAVLIEN ¹LT,Class 1,45,120,0,165,3,3,0,0,0
